id	content	labels
3361	Photo shows Palestinians Solidarity With Italy	0
3718	China got prepared to contain the virus and let the whole population got infected	0
3190	False People in Italy have thrown all of their money on the roads outside saying that this money is useless to save them from death	0
6751	police are requiring proof of essential employment for those traveling to/from work	0
68	U.S. Vice President Mike Pence believes turn gay people straight, Pence claimed “No-one is born with coronavirus, so the key is making them hate everything about themselves. Then and only then will they reject their unhealthy attachment to this so-called respiratory virus.”	0
4024	30 cases of new coranvirus in the city of Barranquilla, in Colombia	0
2863	Video shows China lifts ban on Korans during COVID-19 pandemic	0
4442	Chinese government is killing people who refuse to be evacuated	0
4756	7 children die of coronavirus with 1 week in Karimganj (Assam, India)	0
4508	An image of a tweet that purportedly shows Senate Minority Leader Chuck Schumer criticized President Trump’s restrictions on foreign nationals traveling to the US from China	0
4122	Corporations invented the coronavirus	0
289	A researcher from Zanjan University in China said you should take as much vitamin C as possible to protect yourself from the virus	0
4530	A runny nose and sputum secretion are not symptoms of novel coronavirus	0
5227	The video shown shows effects of coronavirus and avoid icecream, cold drinks for 90 days	0
161	All US Citizens are Entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel Coronavirus, starting from March 17, 2020,” states one post, which has garnered more than 5,000 shares. “The Government grant pay is accessible to all no matter employment status	0
396	COVID-19 would not exist if the world was vegan	0
1603	Photographs of Prince Charles with Bollywood singer Kanika Kapoor started doing the rounds with claims that the latter transmitted the virus to the British royal	0
5038	The religious beliefs of some Macedonian citizens are being used to disseminate panic and misinformation about the new coronavirus by manipulatively citing Russian texts for its outbreak in order to portray it as the beginning of a worldwide catastrophe	0
3021	Image showing Indian Political party (DMK) workers demonstrating with Go Corona Back balloon	0
1748	Lemon and turmeric is an effective preventive measure against covid-19	0
470	Trump shakes hands with CPAC Chairman — President Trump has come into contact with a potential coronavirus sufferer	0
2972	Cleveland Clinic developed a Covid-19 test that gives results in hours, not days	0
5034	The video has been taken at the Wuhan market	0
6742	there are vaccines to prevent or medicine to treat COVID-19	0
3555	Mostly Coronavirus does not cause a runny nose; is killed by temperatures above 26 degrees; causes lung fibrosis within days of infection; can be diagnosed by holding your breath for 10 seconds; and can be cured in the early stages by drinking plenty of water	0
2894	"""U.S. deaths since 1/22 (2020): COVID-19: 27, flu, 4,700; abortion: 118,000."""	0
5313	Stores and supermarkets in Veracruz, Mexico will close due to coronavirus. Local government asks to buy supplies	0
6570	the SARS vaccine took 2 years, by which time the epidemic had died out. But testing their technology against the clock is still invaluable for @vaxresearch - and this time it may be quick enough in the event of a “second wave” of Wuhan #coronavirus next Winter	0
2959	How lockdown is executed in Spain or the USA	0
3272	Actor Vijay’s father criticized government for enforcing curfew to abate COVID-19	0
2929	Photos show 'crying president of Italy' and coffins of Italy's COVID-19 victims	0
4404	Exposing Parviz Nouri Sayha, who claims he has made the medicine for coronavirus	0
4322	Fake coronavirus pandemic is a cover-up for the “5G disease”	0
4566	“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”	0
7002	hospitals have never set up surge tents before	0
3627	Mostly Dr. Usman Riyaz from Delhi died of Coronavirus	0
3148	World Health Organization condemned lockdown measures against COVID-19	0
3744	italian mimcks muslim prayers because of fear from COVID19	0
4313	Senegal doctors have come up with a ‘serum’ against the coronavirus	0
2996	Zimbabwe reported its first positive COVID-19 test on March 16	0
4167	A misleading chart being spread on Facebook, erroneously dubbing the new coronavirus the “least deadly virus.”	0
3972	Cristiano Ronaldo Turns Hotel into Hospital for Corona	0
5040	In surgical masks, the white filter side is supposed to be worn outside and the colored on the inside	0
5120	In Japan, “It’s the Democratic party’s fault that health insurance system is abused by foreigners”	0
1556	The World Health Organisation (WHO) has come up with a protocol and procedure for the COVID-19 lockdown and its subsequent implication that the lockdown in the country will extend till June end is false	0
203	Drinking warm water is effective for all viruses. Try not to drink liquids with ice	0
4189	Partially Zhong Nanshan: shower may cause coronavirus infection according to cases in Hong Kong and Diamond Princess	0
486	The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of the COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th. Offices will resume after 2 weeks of the mandatory closure. A list of all schools and businesses in your area are shown on the list	0
3008	News about COVID-19 can only be shared after seeking the government’s permission	0
6930	GHA has confirmed a clinician tested positive for COVID-19	0
2858	Drinking tea can cure COVID-19	0
3390	PARTIALLY Graphic shows that COVID-19 killed less people daily than other diseases	0
6544	Chinese health officials are treating the Wuhan coronavirus using HIV medications	0
3110	Ministry of Economy and Finance in South Korea and pharmaceutical companies had a secret meeting	0
7068	an officer died from coronavirus	0
3887	The People In This Video Are Falling Because Of Infection With Corona Virus	0
6621	China has never opened its own market to competition from @ericsson @nokia in terms of 5G prime contractor status. Nor has China provided clear explanations as to the level of state support for @H… https://buff.ly/2tIfFwM	0
1654	Due to the rising outbreak of Karona virus, our Prime Minister Shri Narendra Modi has decided to give Karona virus masks free to all under Swachh Bharat, you can also order by clicking the link below and become part of Swachh Bharat	0
6511	#Wuhan BSL-4 Research Laboratory was using a bat-derived SARS-like #coronavirus to test it's disinfectant procedures in 2018. Genetic sequencing of 2019 Novel CoV suggests the current virus is extremely similar. Proximity of the Research Lab to outbreak origin deeply troubling	0
5280	Partially Coronavirus dies at 56°C, so eat cooked food and turn on AC. Plus, Ethanol can kill the “Wuhan Virus”	0
4537	Viral picture message in Nigeria suggests former president Obasanjo said that there is no coronavirus in Nigeria and that the minister of health lied	0
139	In the midst of the novel coronavirus outbreak, some influencers are claiming that taking mega-doses of vitamin C can cure COVID-19	0
4169	The claim that a scientific paper published in Nature in 2015, shows that the new virus was developed in labs	0
4254	A Video of Chinese People Fighting for Muslim Scriptures to Not Get Infected by Corona Virus	0
4477	Indian Prime Minister Narendra Modi: China has no faith, no election, and no freedom. China has only GDP but is losing it. Besides, nothing left in this country but violence and lies	0
4483	Post says “man visited Albany, N.Y. days before dying from coronavirus.”	0
3794	The French Education Minister has postponed the summer holidays because of the coronavirus oubreak	0
6821	you're not sick if you don't have symptoms	0
3459	A video showing a pile of corpses in Italy	0
3716	Photo of Italian PM Giuseppe Conte who cried for regretting the late lockdown	0
4981	Coronavirus is not new as there is a vaccine for dogs that prevents it	0
5279	Partially “Wuhan Virus” is named SARI. Steroid is the medicine to cure it. Acetic acid can be used to prevent it	0
4671	Multiple allegations around how coronavirus was produced by China	0
4673	Cov infects chickens in Pakistan	0
3727	Video shows Malaysian police sanction people who violated lockdown stipulation by hitting them on the foot sole	0
6449	Chinese doctor in the city of Wuhan in tears announcing that there are too many cases of sick people	0
3532	Ansa news has reported that former ECB Governor Mario Draghi will lead the Italian task-force against Covid-19	0
3050	Video of kids from Italy yelling at stars assuming them to be their dead mother	0
3908	The indian government distributing free face masks	0
3157	A boy is called COVID-19 in Monterrey, Mexico	0
6517	U.S. health officials offered a reality check Tuesday about the scary new virus from China: They’re expanding screenings of international travelers and taking other precautions but for now, they insist the risk to Americans is very low	0
3024	Muslim youth is spreading COVID-19 by licking plates in Nizzamuddin Markaz in India	0
4368	A NYC Man With Suspected coronavirus Drops Dead In The Middle Of The Street	0
3142	Two men identified as “the owner of Carrefour” supermarkets in Brazil in videos where they criticized lockdown measures	0
4960	Original publication claims that Macedonian citizens are afraid to order from AliExpress because in this way coronavirus is transmitted	0
3266	Italian President breaks down and surrenders in front of COVID-19 epidemic	0
258	A Chinese spy team working in a Canadian government lab sent pathogens to the Wuhan facility prior to the coronavirus outbreak in China	0
4393	Partially The Colombian government is closing the border with Venezuela, even though they said they’re not going to do it	0
4056	“Sunlight actually can kill the [novel coronavirus].”	0
3653	No, Vladimir Putin did not drop lions in the streets to force the Russians to stay at home	0
4357	Video claiming to show a hotel collapsing in Chinese city of Quanzhou after it was used as a coronavirus quarantine facility	0
3480	A WhatsApp message suggests holding the breath during 10 seconds and drink water every 15 minutes are effective methods fighting coronavirus	0
4949	Confirmed case of coronavirus found in Shaheen Bagh, Delhi	0
4027	Dallas student celebrating spring break collapses from coronavirus	0
7021	single person in #Rwanda has died of COVID 19 pandemic	0
4226	Iranians have published report saying that coronavirus is a biological warfare	0
3043	Picture of Sao Paulo graveyard, being prepared secretly for Covid 19 victims by Brazil government	0
2952	Tea can cure or alleviate novel coronavirus (COVID-19) infection	0
1726	Nigerian pastor who went to China to destroy coronavirus has been rushed to the hospital - Aficature	0
340	UK is testing more people for Covid-19 than any country other than China and Italy	0
1824	High-speed (4G) mobile internet services will be restored by tonight in all districts of Jammu, whereas 4G internet services suspension will continue in all districts of Kashmir till fresh assessment of the situation. However, any misuse of internet facilities will result in legal action。	0
166	Remdesivir has been approved for consumer use	0
4679	China needs coronavirus SWAT (special weapons and tactics) police team to arrest this drop dead virus victim	0
5037	Chinese Prime Minister offering namaz amid coronavirus scare	0
4688	The DPP (Democratic Progressive Party) politician Wang Shijian said that Taiwan has more than 500 confirmed cases	0
3919	A mixture of vinegar and fabric softener is a better desinfectant than alcohol	0
6963	covid-19 is spread through the air	0
4009	A video supposedly shows Italians or French people singing Madonna, Katy Perry, Britney Spears or Aya Nakamura on their balcony because of the lockdown measure in France and Italy	0
4591	Post says President Barack Obama “waited six months to call swine flu an emergency after thousands died.”	0
4654	There is a confirmed case of coronavirus in a Bogotá hospital	0
3235	Video clip of a massive stadium converted into a graveyard claimed to be scenes from Italy related to ongoing COVID19 outbreak	0
4622	Misleading Chloroquine cures CoV	0
4182	Spanish Ministry of Interior is closing-off Madrid	0
6630	#PutinsPuppet Briton in French Alps may have spread coronavirus to others across Europe: The man, Britain's third case of the vir… https://twitter.com/i/web/status/1226775079607918593 …	0
4157	Claim that COVID-19 has been around for a long time, with a photo of an animal vaccine labeled “coronavirus”	0
4515	An audio clip circulating on Facebook claiming that Kenya has recorded 63 cases of COVID-19	0
4253	You can check for coronavirus by holding your breath for 10 seconds	0
5115	Photo of several people lying on the ground in the middle of the street, allegedly in China	0
67	U.S. Vice President Mike Pence introduced a program to cure new coronavirus carriers with the discredited practice of conversion therapy	0
4162	Books Predicted The coronavirus Before it happened	0
1557	Reporting on coronavirus, except by the government, is banned under the Disaster Management Act	0
3809	The canals in Venice have become cleaner after the shutdown, attracting schools of fish and dolphins	0
7061	CDO is COVID-19 free	0
6606	Millions of poor farmers and workers will lose access to a cheap and easy way to buy and sell fresh food if Asian cities clamp down on traditional wet markets in the wake of the deadly	0
179	Every election year has a disease: SARS-2004 Avian-2008 Swine-2010 MERS-2012 Ebola-2014 Zika-2016 Ebola-2018 Corona-2020	0
7040	Chief justice's son being suspected with COVID-19	0
3598	When you complete a registration for a 5000 Baht support fund, it will show you a green sign, not a blue sign	0
3350	Prince of Qatar Infected With coronavirus	0
3610	CDC recommends people to shave their facial hair to prevent coronavirus	0
5001	mostly Coronavirus killed 1,12,000 people and infected 28 lakh in China	0
6541	Yet to be confirmed report says, a guy with #coronavirus has been quarantined in Brittania hospital Lekki, Lagos State	0
4252	Drinking water every 15 minutes will protect you from getting coronavirus	0
3471	Three photos showing coffins lined up in an enclosed space have been released on social media with a message about the coronavirus pandemic in Italy. “This is Italy,” he said	0
4321	Tips against coronavirus like holding your breath and drinking water	0
6954	the #COVID19 virus was designed in a lab to disproportionately kill POC	0
3476	Nostradamus predicted the coronavirus pandemic	0
1610	Bodies packed in body bags are being dumped in mass graves in Italy and Spain	0
6573	Mitch McConnell is tearing it up	0
3269	Hydroxychloroquine (HCQ) can prevent COVID-19	0
4719	WHO considers canceling Mecca’s pilgrimage	0
6510	Officials visiting hospitals with N95 masks and doctors in flimsy regular surgical masks	0
4455	Two Chinese nationals in Kenya have been killed after allegedly escaping from quarantine at the Nairobi Airport	0
4652	A “Letter” from an uncle in Wuhan claims COVID-19 can be cured with hot water	0
1569	Caffeine is a type of methylxanthine and helps in good airway control and affect viral infections	0
4377	Secretary of Health in Mexico recommends taking vitamin C to prevent coronavirus	0
4879	Coronavirus infected girl was admitted to Badulla Hospital in Sri Lanka	0
1572	A image where one of the three rotis are being stamped with the Ab Ki Baar Modi Sarkar slogan, are viral with netizens accusing the government of allegedly carrying out marketing gimmicks during a crisis	0
235	Vitamin C can stop the new coronavirus	0
6673	There's nothing 'semi-corrupt' about this	0
1750	WHO is floating around on whatsapp, saying that it has announced a lockdown schedule	0
3884	Worst affected countries by coronavirus are along the same latitude	0
4901	Partially Government of the Philippines gave free masks on streets	0
5119	“Tokyo Olympic Games 2020 will be canceled because of coronavirus.”	0
4932	You can’t transmit the virus to other people if you don’t feel its symptoms	0
4640	Sevilla’s university has suspended classes because of coronavirus (February 27th)	0
4395	The mayor of Buga, Valle del Cauca, said: “I invite the people of Buga to keep calm and to live each day as if it was the last”	0
3305	News graphic saying Indian Prime Minister has asked for internet to be shut down in the country	0
4516	Pope Francis and two of his aides have infected with COVID-19	0
6958	I have to go to a large academic health care system to get access to COVID clinical trials	0
3486	A man with a gas mask at a supermarket in Lugo (Galicia, Spain)	0
7057	xposing yourself to the sun can prevent the coronavirus disease 2019 (COVID-19)	0
1575	Trupti Desai Was Detained Revived With Lockdown Twist	0
5030	No Coronavirus 2019-nCoV is as dangerous as plague and cholera	0
3435	Coronavirus patients in China are being caught by officials on a highway	0
4451	The coronavirus Test Does Costs $3,200	0
4638	First case of coronavirus in Alcalá de Henares (Madrid)	0
3784	Partially The death of Kobe Bryant overshadowed the news that American drugmaker was hustling to make a vaccine for coronavirus, and 200 people died of COVID-19 in August 2019 in the USA	0
4083	Left-wing Spanish politicians Irene Montero and Pablo Iglesias have private sanitarian services waiting in front of their homes	0
6504	Multiple experts estimate that the ACTUAL #2019_nCov cases in #China number *tens of thousands*	0
1567	Italians Throw Their Money On The Streets Due To COVID-19 Deaths	0
3953	15 minutes in a sauna will kill the coronavirus	0
1838	Coronil Drops helps boost the immune system and reduce the virulence of the virus	0
3277	In a seemingly careless message being sent as an e-mail, recipients in Greek are warned that if a company (shop) has to shut down because of the new coronavirus or staff illness or other reason, the sender must notify the sender of that message about the termination of the employment of an employee	0
5011	Chlorine dioxide kits sold online under various names — Miracle Mineral Solution, Miracle Mineral Supplement, Master Mineral Solution — will cure coronavirus	0
4199	Advice about coronavirus prevention and remedies, allegedly from Stanford Hospital	0
3122	A post that said coronavirus “was released by the Chinese Communist Party” and that is a mixture of HIV and tuberculosis	0
3004	India’s Minister of State for AYUSH Shripad Naik held a press conference claiming that Prince Charles followed the rules of Ayurveda, due to which he is recovering so soon	0
6722	Black People could not get the Coronavirus, that the Coronavirus-1	0
3650	Are Decathlon’s snorkeling masks used in hospitals to help patients breathing	0
3947	Oman is releasing special chemical into the sky to eradicate coronavirus with military helicopters	0
3730	False that the OMS grants food and medicine vouchers	0
4701	Coronavirus Sars-Cov-2 sites in Parabiago e Nerviano (Lombardia, Italy)	0
444	Blood donors automatically get a coronavirus test	0
1747	WHO recommends against eating baked goods to prevent coronavirus	0
6542	Countries are requested to provide protective suits and other medical resources before evacuating citizens	0
6862	Garlic can help prevent infections with COVID-19	0
3626	Video clip shows people keep leaving Phuket	0
7005	The explanation put forth by the AG isn't an accusation that abortion is 'murder'. Rather, Paxton states that abortion providers would take away necessary resources for fighting COVID-19	0
4970	“Kochi Prefectural Assembly, who returned from Wuhan, refused the test, while it was infected with coronavirus”	0
3764	Celebrities spreading misinformation about coronavirus and the Janata curfew in India	0
7033	eating garlic to prevent infection	0
3247	French professor Didier Raoult, director of IHU Marseille, told Africans not to take “Bill Gates’ vaccine” against coronavirus because it is “poisonous”	0
3533	This pictures shows two people that have been seen going around pretending to give protective masks to people in need. Be careful, they’re thieves and not healthcare personnel	0
3499	Italians throw money on the streets	0
5230	The following statement of the Wuhan nurse: Don’t go out, don’t go to parties, don’t eat out, there are 98.000 infected not 2.700, sensationaly transmitted by the Macedonian media outlet Republika	0
6824	"BJ: ""I was at a hospital where there were a few coronavirus patients, and I shook hands with everybody"" (you have to watch the video for the full Boris Johnson waffle effect.)"	0
184	President Donald Trump and other officials misleadingly suggested that tech behemoth Google was working on a screening website that large numbers of Americans could soon use to see if they should be tested for the new coronavirus	0
548	China stole Coronavirus from Canada and weaponized it into a Bioweapon	0
205	You should also gargle as a prevention. A simple solution of salt in warm water will suffice	0
3135	Indian State of Kerala’s government is paying news channels to telecast CM’s interview	0
3240	You shouldn’t open your windows	0
4795	WHO declared COVID-19 to be the abbreviation for China Outbreak Virus In December 19	0
4230	UNICEF’s advice on preventing COVID-19	0
3080	Viral message claiming that disinfection will be conducted with the usage of helicopters in Poland	0
544	Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak	0
4249	Trump admitted the flu cases in the USA are actually infected with the coronavirus	0
5140	WHO advises to avoid “unprotected sex” with animals	0
4520	Coronavirus can be transmitted through imported goods	0
4397	States Are Imposing Mandatory Leave And Statewide School Closures Due To coronavirus	0
5296	Coronavirus may have spread due to the consumption of bat soup, according to scientists	0
6647	Trump proposes 21% cut in U.S. foreign aid in budget proposal while seeking an increase in funds to counter developing economic threats from China & Russia -	0
294	"Entrepreneur Elon Musk suggested children are ""essentially immune"" to coronavirus"	0
3850	In Ecuador, Maritza Frías, former director of the Teófilo Dávila Hospital in Machala, and Mauro Calle, former manager of this health center, concealed official figures of those infected	0
3074	The Government is not getting the test to detect COVID-19 from the company Genomica because it is run by the sister of a former opposition minister	0
5226	A FB post giving information and safety precautions about coronaviruses is misleading readers by falsely claiming in its premise that a positive case of the 2019 novel coronavirus was “confirmed” to be found in Cebu province	0
6428	"9 dead, over 440 infected! This is serious""The spread of the respiratory virus to Thailand,Japan, S.Korea, Taiwan,& now the US-fueling fears of a broader epidemic,as China enters its busiest travel period of the year""! Can be spread by humans"	0
4193	Central government has announced blanket holiday for schools/colleges in 4 states in India	0
387	George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out	0
6432	While Iran is using real Chemical weapons to terrorize nations, Nigeria is using Chemical Brother and sister to disturb twitter! The fight has grown epidemic and everyone is a part of the chemical charade	0
6997	taking a hot bath reduce the risk of infection	0
4729	Social media posts claim Chloroquine, an antimalarial drug can cure COVID-19	0
4114	This video shows Italian People greetings and clapping for China during the Covid-19 emergency	0
3465	Coronavirus (COVID-19) is ‘mix of SARS, HIV, tuberculosis and malaria’	0
3317	Videos showing police raids or army raids against people who don’t respect confinement measures in Algeria or Morrocco	0
6493	China BLOCKS UK from airlifting hundreds of Brits trapped in coronavirus-plagued Wuhan	0
4525	One needs to drink (warm) water or gargle throat every 15 minutes to rinse the new coronavirus down	0
3584	A post claiming that Yangon region in Myanmar will be locked down within 48 hours saying that announcement will come out officially	0
3498	Photo of Money Wasted by Italians in the Middle of the Corona Pandemic	0
3398	Vaccine made by Roche Medical Company cures COVID-19 in 3 hours	0
3490	A video of a Chinese epidemiologist saying that there are millions of infected	0
3830	Netflix is offering free access for those in quarantine	0
1637	PM Modi with great foresight called for the Janta Curfew. The Coronavirus has a shelf life of 12 hours. Modi asked the public to observe Janta Curfew from 7am to 9pm on Sunday. That means if we give a gap of 14 hours, we can be able to break the chain of infection. And that results in the cure of the disease by the third week. This also gives the chance to concentrate on providing the cure for already infected people. This is the ultimate truth behind Janta Curfew	0
3958	COVID-19 is A Scripted Narrative To Justify Closed Borders Or Force Residents To Remain Home	0
2844	Amit Shah tests positive for COVID-19	0
4365	Did the French Health minister underestimate the risk of contamination in France	0
4466	This is a picture of the first Moroccan infected with the virus	0
2908	CNBC claims COVID-19 survives in air for 8 hours; paper and plastic for 3-4 hours	0
6823	There was rumours that @sidharth_shukla will be seen in Naagin4 opposite @TheRashamiDesai & he was about to start shooting but due to the ongoing Coronavirus outbreak, he couldn't	0
5054	“How to prevent the coronavirus (…) Drink fennel tea twice a day. Fennel tea has the same component as Tamiflu medicine, used to treat H1N1”	0
6654	the number of Chinese people in Britain with confirmed cases of coronavirus is still fewer than the number of Chinese people doing comedy so if you see a Chinese person on the tube and assume they are a comedian that would be statistically less racist	0
7051	cigars & whiskey are a Covid-19 safety plan..	0
4723	Six coronavirus cases confirmed in Wichita, Kansas	0
3952	A dog vaccine can be used against coronavirus in people	0
5016	Xi Jinping has said that Chinese scientists found cure for coronavirus in cow urine	0
3977	A photo of a room lined with coffins has been shared thousands of times in multiple Facebook posts that claim it shows Italian nationals killed during the novel coronavirus pandemic in 2020	0
3468	Claims that Columbian President Iván Duque approved collective dismissals of workers due to the emergency by COVID-19. Some of the messages attach as proof screenshots of Resolution 0803 of 2020 of the Ministry of Labor	0
3706	A message sent by WhatsApp states that the Ministry of Defense of China has announced that it has ‘successfully’ developed a vaccine against the new coronavirus, which causes Covid-19 disease. Portugal would receive the first doses in a few days	0
3302	Bombay High Court is extending Maharashtra’s lockdown to April 31	0
4956	When the first group of Japenese evacuated from Wuhan to Tokyo, each evacuee took one own ambulance	0
1783	A video shows how the Chinese police and doctors are detaining Coronavirus patients on the highway. We can see a team of police in hazmat suits forcefully restraining a man as he refuses to cooperate with officials when his car is stopped. As the man begins to drive away, he is stopped by a police van and surrounded by men carrying riot shields. As he gets out of his car, a net is thrown over his head and officials grab him	0
3643	A vaccine for coronavirus has been found	0
1565	Dr Li Wenliang, the Chinese whistleblower doctor who first raised alarm bells about a new virus and who died in detention, had also found a cure for Coronavirus in the form of green tea which was actively being given to the patients in Wuhan	0
4963	300.000 people are infected in China	0
4076	Gargles with hot water and salt can prevent COVID-19	0
3759	WHO confirmed COVID-19 as airborne	0
4635	A new case of coronavirus in Sacedón (Guadalajara, Mexico)	0
3161	Drinking alcohol beverages can help prevent COVID-19	0
6744	there is a national lockdown or quarantine	0
4228	Jair Bolsonaro tested positive for COVID-19	0
4730	Chinese converting to Islam after realizing that no Muslim was affected by COVD19 in the country	0
3404	After coronavirus pandemic, Chinese president said it’s China’s time to lead the world	0
474	The coronavirus is simply the common cold	0
6809	there were coronavirus patients at Kettering hospital	0
3693	Mosquitoes can spread the coronavirus	0
1616	Mock drills conducted by police in Uttar Pradesh on Coronavirus awareness	0
3028	A photo of a Sri Lankan military hospital has been shared thousands of times in multiple Facebook posts alongside a claim that it has been reserved exclusively for the use of “VIPs” who test positive for COVID-19, the disease caused by the novel coronavirus	0
4878	Coronavirus is caused by snakes	0
6591	we only have 1-2 cases of nCoV	0
3689	Nairobi Governor Mike Sonko has donated 58 million shillings for COVID-19 response	0
5233	There are several new confirmed cases in several French cities	0
4838	2019-nCoV is officially found in bats	0
4040	Italy from the space during a flash mob in March 2020	0
3843	The COVID-19 has been invented by a big French public medical institute (Institut Pasteur)	0
3413	Mostly The viral image is of a doctor couple in Italy who gave their lives treating coronavirus patients	0
386	President Donald Trump said, “People are dying who have never died before.”	0
4627	Partially The WHO says the coronavirus might be spread via food	0
5242	156 thousand people died in China due to the coronavirus, 90 thousands in Wuhan itself	0
4945	Farts recorded by infrared temperature sensors recently installed in airports and train stations to monitor temperatures of passengers amid coronavirus outbreak can screen them all	0
4869	Bill Gates predicted coronavirus	0
4437	MOSTLY Bloggers say Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”	0
3138	Actor Vijay donated 3 billion (300 crore) rupees for coronavirus relief	0
3776	It is recommanded to disinfect everything you buy with bleach to prevent you from being infected with the coronavirus	0
151	There Is A National Lockdown And The Entire Country Will Be Quarantined For Two Weeks	0
5067	A case was confirmed in Istanbul Medical School Hospital	0
6899	No more spaces are available in hospitals. Please don't atep out of your homes for next 21 days	0
6594	The US Fast-Tracked a Coronavirus Test to Speed Up Diagnoses	0
3562	Guatemalan Ministry of Health is hiding a COVID-19 case in a hospital in the city of Amatitlán	0
4985	Is it safe to receive a letter or a package from China	0
4827	“THE CHINESE HAVE BEGUN TO USE THEIR HUMAN CORPES TO PROCESS INTO PRODUCTS SUCH AS CORNED BEEF TO SHIP TO AFRICA. Please share with your contacts..Very important”	0
2992	“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”	0
5299	A Chinese woman from Wuhan arrived in France with suspected symptoms of coronavirus	0
1653	Prime Minister Narendra Modi launched a new scheme to distribute free masks and control the outbreak of COVID-19	0
3066	People older than 60 not given medical help in Italy anymore	0
6456	In order to avoid the further spreading of Coronavirus “Anybody leaving Wuhan and causing spread of Coronavirus will be sentenced for 7 years” said by authority	0
2941	Image shows dead bodies of COVID-19 patients in Italy	0
3516	In Bolivia, a street-selling child was expelled of his selling spot (in the street) by municipal guards. They threat him to take his products away, during the quarantine times	0
3661	A post with a photo claiming that an Italian mother, suffering from COVID-19, hugs her baby	0
3461	Another new disease called ‘Hanta virus’ in China	0
4341	Academia Sinica, Taiwan research institute developed antibodies for rapid testing as China representative of WHO took the credit	0
3263	Viral video shows a man having great difficulty breathing. Even the medical team keeps a safe distance from this man. These videos are shared as patient suffering from COVID-19	0
6953	Vaccine for COVID-19 has been found in tobacco	0
4545	Ministry of Health (Spain) sends WhatsApp chain with advices against coronavirus outbreak	0
4678	In Poland, people who are not insured have to pay for medical test for coronavirus, so if they can’t afford it, they will spread it	0
3656	A picture claiming that an Italian man committed suicide after his whole family succumbed to COVID-19	0
1678	Muslims in Gujarat's Nadiad are attacking the police and shooting them in the backdrop of a lockdown to restrict the spread of the novel Coronavirus. Send the video to as many people as possible	0
3081	Arbido is a miracle cure for Covid-19	0
194	“A friend just alerted me that her friend who works in the emergency management team at the NYPD plans to put containment actions in place this weekend,” it reads. “It will look like the metro north shutting down, limited subway service, and only emergency vehicles on the road.”	0
4334	Galicia suspended classes because of coronavirus (March 10th)	0
7045	you need special permission or 'paperwork,' other than a Driver's License/Learner's Permit, Vehicle Registration, & Proof of Financial Responsibility to drive on PA highways during #COVID19	0
475	Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome	0
4562	Pope Francis And Two Aides Tested Positive for coronavirus	0
5036	Garlic water can cure coronavirus	0
4323	Coronavirus is actually chemtrail lungs	0
3537	Portuguese authorities decided that each citizen who goes to work has to have an offcial authorization to leave home	0
3798	Italian doctor saying no one has died from coronavirus	0
1664	The Eyes of Darkness (1981) by Dean Koontz and End Of Days (2008) by Sylvia Browne predict the Coronavirus outbreak	0
6730	The president will order a two week mandatory quarantine for the nation	0
6667	Due to the outbreak of Novel Coronavirus, MCountdown will be recorded with NO audience for a period of time for Pre recording as well as live show in order to prevent further spreading of the virus	0
3038	Posts on social media claim there is a US patent on the novel coronavirus and a European one for a vaccine, citing specific patent numbers	0
6762	WH pandemic team was fired. Multiple folks inside government and WHO officials warned about that virus. Trump downplayed the seriously of the virus even in February. All of right wing media has done that until the economy shutdown	0
3455	Image of dead bodies of coronavirus victims in Italy	0
4757	Data shows massive release of sulfur dioxide gas near Wuhan	0
6868	Mosquitoes transmit COVID-19	0
3557	Bill Gates wrote a letter where he says coronavirus has a “spiritual purpose” and is “a great corrector”	0
1578	PM Modi will lead a coronavirus task force of countries including the UK and US	0
5079	Market video where ‘the coronavirus began’, was not recorded in Wuhan but in Indonesia	0
6514	210,000 vehicles escaped from the city the day before #Wuhan's lockdown	0
1698	A video shows people in China tearing down a 5G tower in an attempt to stop the spread of COVID-19 coronavirus disease	0
3220	A headline that alleges that the first pregnant woman with coronavirus gave birth in Macedonia	0
4669	My son, who works as a public servant in the Central government, got one box of face mask while the public is restricted to two per week	0
3829	Partially Homemade recipes for alcohol gel	0
6549	it's a battle	0
6545	So far they've quarantined 60 million people in China	0
3940	Thailand CDC announces green chiretta can cure coronavirus	0
2945	"“Information from Vienna’s laboratory studying COVID-19 say vast majority of people who died had ibuprofen/Advil in their system so do not take it!!"""	0
3851	Coronavirus phase 4 involves war code	0
3054	Image of herd of deer sitting on a street interpreted as different locations in Sri Lanka and India	0
6464	Are these all patients waiting to be tested for the #WuhanCoronovirus? This is high risk! All you need is a few	0
